,date,open,high,low,close,volume,candle_type,p_cnt,sw_cnt
56,2022-02-12,42365.99,42980.0,41540.0,42199.87,256269.325,down_bar,0,-2
57,2022-02-13,42199.88,42755.97,41850.0,42041.13,192068.012,,0,-2
58,2022-02-14,42041.12,42888.0,41526.0,42525.14,303990.933,outside_up_dn,0,-3
59,2022-02-15,42525.14,44777.0,42406.23,44529.6,276735.421,up_bar,1,1
60,2022-02-16,44529.7,44536.8,43277.8,43860.7,255790.287,,0,1
61,2022-02-17,43860.8,44150.0,40020.1,40491.7,433958.984,down_bar,0,-1
62,2022-02-18,40491.8,40944.1,39422.0,39966.8,377679.782,down_bar,0,-2
63,2022-02-19,39966.8,40438.7,39610.3,40052.6,185624.675,,0,-2
64,2022-02-20,40052.6,40100.1,37905.0,38368.1,329740.444,down_bar,0,-3
65,2022-02-21,38367.9,39510.0,36762.0,36986.4,646391.815,down_bar,0,-3
66,2022-02-22,36986.4,38450.0,36310.1,38212.0,465313.497,down_bar,0,-3
67,2022-02-23,38212.1,39250.0,36963.2,37227.8,408056.255,up_bar,1,1
68,2022-02-24,37227.9,40376.1,34303.7,38315.1,919820.907,outside_up_dn,0,-1
69,2022-02-25,38316.2,39750.0,37999.2,39205.4,416316.366,,0,-1
70,2022-02-26,39205.4,40441.1,38561.7,39099.3,251892.201,up_bar,1,1
71,2022-02-27,39099.3,39868.6,36934.6,37672.0,423197.247,down_bar,0,-1
72,2022-02-28,37672.1,44341.0,37414.4,43155.0,615391.161,up_bar,1,1
73,2022-03-01,43155.0,44935.0,42765.4,44394.1,448483.646,up_bar,1,2
74,2022-03-02,44393.6,45350.0,43321.0,43885.7,407603.721,up_bar,1,3
75,2022-03-03,43885.8,44080.0,41831.0,42449.5,365565.832,down_bar,0,-1
76,2022-03-04,42449.6,42525.3,38521.0,39127.7,469138.374,down_bar,0,-2
77,2022-03-05,39127.7,39580.0,38547.6,39375.1,198747.893,,0,-2
78,2022-03-06,39375.0,39690.0,38056.0,38401.1,311705.26,outside_dn_up,0,1
79,2022-03-07,38401.1,39550.0,37134.0,37963.8,490254.516,down_bar,0,-1
80,2022-03-08,37963.7,39340.5,37853.0,38709.9,421462.367,,0,-1
81,2022-03-09,38709.9,42647.5,38638.7,41937.5,462059.811,up_bar,1,1
82,2022-03-10,41939.5,42034.3,38512.0,39407.2,520645.186,down_bar,0,-1
83,2022-03-11,39407.1,40242.0,38200.1,38713.0,467078.892,down_bar,0,-2
84,2022-03-12,38713.1,39578.4,38630.0,38792.6,172494.825,,0,-2
85,2022-03-13,38792.7,39300.0,37500.0,37743.7,236623.694,down_bar,0,-3
86,2022-03-14,37743.0,39989.0,37522.1,39653.8,360058.358,up_bar,1,1
87,2022-03-15,39651.6,39901.8,38073.8,39271.0,345019.243,,0,1
88,2022-03-16,39270.9,41804.0,38700.0,41105.8,650589.661,up_bar,1,2
89,2022-03-17,41105.9,41498.4,40442.8,40898.1,243988.794,,0,2
90,2022-03-18,40898.0,42322.8,40084.2,41751.5,299134.443,outside_up_dn,0,-1
91,2022-03-19,41751.6,42446.6,41500.0,42188.2,186459.954,up_bar,1,1
92,2022-03-20,42188.2,42269.3,40900.0,41261.0,235774.129,down_bar,0,-1
93,2022-03-21,41261.0,41544.4,40430.0,40982.0,308396.46,down_bar,0,-2
94,2022-03-22,40982.0,43517.7,40852.0,42349.8,374297.674,up_bar,1,1
95,2022-03-23,42349.9,43051.0,41731.3,42867.9,282631.74,,0,1
96,2022-03-24,42867.8,44200.0,42525.0,43973.4,331440.057,up_bar,1,2
97,2022-03-25,43973.2,45142.0,43575.1,44290.6,348620.122,up_bar,1,3
98,2022-03-26,44290.6,44785.0,44041.0,44489.2,140712.587,,0,3
99,2022-03-27,44489.3,47047.0,44416.0,46820.8,269280.228,up_bar,1,3
100,2022-03-28,46820.9,48200.0,46651.2,47121.9,317565.782,up_bar,1,3
101,2022-03-29,47121.8,48100.0,46911.0,47418.5,259040.835,,0,3
102,2022-03-30,47418.5,47688.6,46535.0,47053.2,235009.892,down_bar,0,-1
103,2022-03-31,47053.1,47619.4,45185.0,45506.0,299837.61,down_bar,0,-2
104,2022-04-01,45505.9,46700.0,44206.2,46266.2,360734.553,down_bar,0,-3
105,2022-04-02,46266.2,47236.8,45600.0,45794.6,226413.357,up_bar,1,1
106,2022-04-03,45792.3,47448.0,45501.0,46392.4,212589.013,outside_up_dn,0,-1
107,2022-04-04,46392.3,46895.5,45094.0,46580.9,272796.541,down_bar,0,-2
108,2022-04-05,46580.9,47188.0,45300.0,45477.4,257524.639,up_bar,1,1
109,2022-04-06,45477.5,45494.2,43100.0,43159.7,384359.375,down_bar,0,-1
110,2022-04-07,43159.8,43888.0,42685.0,43417.1,229567.98,down_bar,0,-2
111,2022-04-08,43417.1,43968.1,42074.0,42229.2,310095.829,outside_dn_up,0,1
112,2022-04-09,42229.1,42796.7,42100.3,42727.7,119722.654,,0,1
113,2022-04-10,42727.8,43399.4,41838.0,42140.4,181904.47,outside_dn_up,0,2
114,2022-04-11,42140.3,42399.9,39136.7,39505.6,439530.02,down_bar,0,-1
115,2022-04-12,39505.6,40700.0,39224.0,40060.7,349883.631,,0,-1
116,2022-04-13,40060.7,41580.0,39569.8,41129.8,324910.931,up_bar,1,1
117,2022-04-14,41129.8,41474.8,39522.0,39915.9,261966.391,down_bar,0,-1
118,2022-04-15,39915.9,40888.0,39734.2,40529.5,194680.671,,0,-1
119,2022-04-16,40529.6,40700.0,39944.9,40361.0,127705.057,,0,-1
120,2022-04-17,40360.9,40574.1,39510.0,39649.1,170331.824,down_bar,0,-2
121,2022-04-18,39649.1,41310.0,38465.7,40785.6,362435.319,outside_up_dn,0,-3
122,2022-04-19,40785.7,41788.0,40543.7,41472.9,214404.271,up_bar,1,1
123,2022-04-20,41472.9,42166.8,40800.0,41327.7,257382.427,up_bar,1,2
124,2022-04-21,41326.0,42966.0,39630.0,40449.8,393149.956,outside_dn_up,0,3
125,2022-04-22,40449.7,40786.1,39133.0,39674.2,314935.753,down_bar,0,-1
126,2022-04-23,39674.3,40000.0,39259.0,39415.1,125046.817,,0,-1
127,2022-04-24,39413.8,39930.6,38884.1,39433.4,180371.762,down_bar,0,-2
128,2022-04-25,39433.4,40650.0,38111.0,40411.0,448877.893,outside_up_dn,0,-3
129,2022-04-26,40411.0,40800.0,37671.8,38093.7,453132.198,outside_dn_up,0,1
130,2022-04-27,38093.7,39470.0,37844.5,39209.0,385645.365,,0,1
131,2022-04-28,39209.0,40376.6,38861.8,39732.5,413543.408,up_bar,1,2
132,2022-04-29,39732.5,39924.8,38160.0,38572.2,308116.375,down_bar,0,-1
133,2022-04-30,38572.2,38782.6,37550.0,37614.5,181810.382,down_bar,0,-2
134,2022-05-01,37614.4,38680.6,37350.0,38440.5,236549.462,down_bar,0,-3
135,2022-05-02,38440.2,39222.0,38032.2,38525.6,336845.365,up_bar,1,1
136,2022-05-03,38525.5,38674.7,37500.1,37712.9,248986.222,down_bar,0,-1
137,2022-05-04,37713.0,40071.7,37655.2,39684.0,424498.818,up_bar,1,1
138,2022-05-05,39684.1,39845.0,35388.0,36534.7,547209.0,down_bar,0,-1
139,2022-05-06,36533.7,36679.3,35200.0,35995.3,431979.24,down_bar,0,-2
140,2022-05-07,35995.2,36138.0,34700.0,35466.7,200264.833,down_bar,0,-3
141,2022-05-08,35466.7,35504.0,33665.0,34032.0,426872.584,down_bar,0,-3
142,2022-05-09,34032.1,34243.3,30003.6,30056.6,1078779.712,down_bar,0,-3
143,2022-05-10,30056.0,32650.0,29701.4,31002.1,863178.961,down_bar,0,-3
144,2022-05-11,31002.1,32197.6,27651.0,29074.7,1101875.972,down_bar,0,-3
145,2022-05-12,29077.9,30257.0,26631.0,29020.7,964475.589,down_bar,0,-3
146,2022-05-13,29020.8,31072.6,28730.4,29274.3,507620.105,up_bar,1,1
147,2022-05-14,29274.2,30352.2,28602.3,30079.8,315756.895,down_bar,0,-1
148,2022-05-15,30079.5,31462.0,29448.0,31324.4,336773.139,up_bar,1,1
149,2022-05-16,31324.3,31327.4,29052.3,29866.7,507243.166,down_bar,0,-1
150,2022-05-17,29866.4,30794.0,29420.0,30437.0,398624.519,,0,-1
151,2022-05-18,30437.0,30700.0,28629.6,28700.6,426700.457,down_bar,0,-2
152,2022-05-19,28700.6,30550.0,28670.5,30319.9,448856.724,,0,-2
153,2022-05-20,30319.9,30784.4,28702.0,29188.9,485439.171,up_bar,1,1
154,2022-05-21,29188.9,29650.0,28927.0,29427.4,202804.089,,0,1
155,2022-05-22,29427.4,30500.0,29223.6,30284.0,297116.44,up_bar,1,2
156,2022-05-23,30284.0,30658.0,28840.7,29097.7,475720.75,outside_dn_up,0,3
157,2022-05-24,29097.8,29887.3,28637.6,29643.1,382124.449,down_bar,0,-1
158,2022-05-25,29643.0,30246.7,29330.0,29536.7,413459.484,up_bar,1,1
159,2022-05-26,29536.7,29877.0,27952.1,29194.0,602137.086,down_bar,0,-1
160,2022-05-27,29194.0,29387.0,28259.6,28623.2,506638.884,,0,-1
161,2022-05-28,28623.3,29265.7,28520.0,29018.8,193644.283,,0,-1
162,2022-05-29,29018.8,29595.2,28825.0,29452.8,215139.934,up_bar,1,1
163,2022-05-30,29452.6,32307.6,29301.1,31726.5,502712.176,up_bar,1,2
164,2022-05-31,31726.5,32427.5,31222.0,31797.8,383688.265,up_bar,1,3
165,2022-06-01,31797.9,31986.1,29300.0,29796.9,556992.756,down_bar,0,-1
166,2022-06-02,29796.9,30750.0,29566.1,30437.1,370924.687,,0,-1
167,2022-06-03,30437.1,30693.2,29220.0,29682.8,357110.377,down_bar,0,-2
168,2022-06-04,29682.8,29988.0,29456.0,29848.4,187520.534,,0,-2
169,2022-06-05,29848.5,30250.0,29524.0,29909.9,205385.831,up_bar,1,1
170,2022-06-06,29910.0,31780.0,29876.2,31361.2,436522.874,up_bar,1,2
171,2022-06-07,31361.2,31599.0,29190.0,31118.1,691714.985,down_bar,0,-1
172,2022-06-08,31118.0,31325.0,29825.0,30192.5,455686.637,,0,-1
173,2022-06-09,30192.6,30691.9,29914.5,30093.3,307312.175,,0,-1
174,2022-06-10,30093.4,30374.1,28805.0,29077.7,445928.659,down_bar,0,-2
175,2022-06-11,29077.7,29427.9,28080.0,28416.7,391367.814,down_bar,0,-3
176,2022-06-12,28416.6,28530.3,26538.7,26564.7,560834.131,down_bar,0,-3
177,2022-06-13,26564.7,26877.0,21900.0,22471.5,1622521.56,down_bar,0,-3
178,2022-06-14,22471.4,23424.2,20823.0,22122.7,1247609.796,down_bar,0,-3
179,2022-06-15,22122.7,22800.0,20100.2,22567.5,1509301.169,down_bar,0,-3
180,2022-06-16,22567.5,23000.0,20222.0,20387.4,882634.22,up_bar,1,1
181,2022-06-17,20387.4,21388.0,20228.0,20457.3,776153.257,,0,1
182,2022-06-18,20457.3,20768.4,17593.2,18959.7,1268591.388,down_bar,0,-1
183,2022-06-19,18959.7,20821.0,17935.9,20564.2,1089275.674,up_bar,1,1
184,2022-06-20,20564.3,21099.9,19630.0,20570.1,935816.13,up_bar,1,2
185,2022-06-21,20570.0,21740.0,20337.8,20713.1,787173.936,up_bar,1,3
186,2022-06-22,20713.1,20888.0,19745.7,19977.4,812184.193,down_bar,0,-1
187,2022-06-23,19977.5,21250.0,19874.0,21096.6,698753.04,up_bar,1,1
188,2022-06-24,21096.6,21563.5,20732.5,21231.2,645450.778,up_bar,1,2
189,2022-06-25,21231.2,21627.6,20894.0,21481.9,434117.447,up_bar,1,3
190,2022-06-26,21481.9,21888.0,20952.0,21029.1,442787.736,up_bar,1,3
191,2022-06-27,21029.1,21560.0,20500.0,20730.0,539335.009,down_bar,0,-1
192,2022-06-28,20730.0,21198.0,20188.0,20268.6,582916.108,down_bar,0,-2
193,2022-06-29,20268.7,20430.0,19817.2,20109.9,608905.99,down_bar,0,-3
194,2022-06-30,20109.9,20165.0,18563.0,19923.5,859981.415,down_bar,0,-3
195,2022-07-01,19923.3,20926.4,18948.8,19272.0,915399.363,up_bar,1,1
196,2022-07-02,19272.0,19456.0,18959.0,19240.9,382851.525,,0,1
197,2022-07-03,19241.0,19645.4,18780.1,19305.9,449508.331,outside_up_dn,0,-1
198,2022-07-04,19306.0,20350.0,19046.3,20226.6,633310.187,up_bar,1,1
199,2022-07-05,20226.3,20749.2,19291.6,20170.0,854238.867,up_bar,1,2
200,2022-07-06,20170.1,20667.6,19753.0,20554.1,682076.458,,0,2
201,2022-07-07,20554.2,21830.0,20244.9,21613.4,699841.616,up_bar,1,3
202,2022-07-08,21614.5,22579.9,21175.2,21587.9,848144.495,up_bar,1,3
203,2022-07-09,21587.8,22000.0,21309.6,21580.0,393372.366,,0,3
204,2022-07-10,21580.0,21594.2,20600.0,20853.8,468176.539,down_bar,0,-1
205,2022-07-11,20853.8,20853.9,19870.0,19954.3,561245.987,down_bar,0,-2
206,2022-07-12,19954.3,20048.9,19228.3,19322.9,640560.723,down_bar,0,-3
207,2022-07-13,19322.9,20401.6,18901.0,20220.1,975938.165,outside_up_dn,0,-3
208,2022-07-14,20220.1,20900.0,19600.0,20578.6,765989.53,up_bar,1,1
209,2022-07-15,20578.6,21200.0,20364.3,20823.1,626763.692,up_bar,1,2
210,2022-07-16,20823.1,21580.0,20471.0,21183.5,539206.87,up_bar,1,3
211,2022-07-17,21183.6,21674.1,20742.0,20794.4,485537.728,up_bar,1,3
212,2022-07-18,20794.4,22800.0,20764.4,22423.9,982867.734,up_bar,1,3
213,2022-07-19,22423.5,23817.9,21575.0,23385.9,1124029.082,up_bar,1,3
214,2022-07-20,23385.9,24277.0,22912.4,23221.5,946647.815,up_bar,1,3
215,2022-07-21,23221.5,23441.1,22340.2,23144.5,723543.466,down_bar,0,-1
216,2022-07-22,23144.5,23750.0,22500.0,22675.1,633907.934,up_bar,1,1
217,2022-07-23,22675.0,22990.0,21933.5,22440.2,505887.673,down_bar,0,-1
218,2022-07-24,22440.1,22999.0,22256.4,22570.6,462958.953,up_bar,1,1
219,2022-07-25,22570.6,22656.8,21232.0,21300.0,695770.655,down_bar,0,-1
220,2022-07-26,21300.0,21334.4,20689.6,21241.0,552498.903,down_bar,0,-2
221,2022-07-27,21241.0,23100.0,21031.0,22941.1,753370.303,up_bar,1,1
222,2022-07-28,22941.1,24194.6,22583.1,23836.2,756741.836,up_bar,1,2
223,2022-07-29,23836.2,24500.0,23426.3,23771.1,642337.051,up_bar,1,3
224,2022-07-30,23771.0,24700.0,23505.0,23629.9,493824.816,up_bar,1,3
225,2022-07-31,23630.0,24187.3,23222.0,23290.1,385969.85,down_bar,0,-1
226,2022-08-01,23290.1,23497.0,22836.2,23257.6,498378.292,down_bar,0,-2
227,2022-08-02,23257.6,23448.7,22603.0,22975.1,625227.912,down_bar,0,-3
228,2022-08-03,22975.1,23650.0,22665.3,22801.5,569261.768,up_bar,1,1
229,2022-08-04,22801.5,23211.3,22370.0,22608.9,548268.816,down_bar,0,-1
230,2022-08-05,22608.9,23450.0,22580.6,23298.1,593992.13,up_bar,1,1
231,2022-08-06,23298.0,23341.8,22883.6,22943.3,227659.394,,0,1
232,2022-08-07,22943.2,23400.0,22830.9,23167.8,271512.062,outside_up_dn,0,-1
233,2022-08-08,23167.9,24243.0,23153.1,23804.4,565084.219,up_bar,1,1
234,2022-08-09,23804.3,23913.4,22850.0,23140.2,498286.943,down_bar,0,-1
235,2022-08-10,23140.1,24235.2,22608.0,23940.9,760738.204,outside_up_dn,0,-2
236,2022-08-11,23941.0,24972.0,23840.6,23917.2,760455.245,up_bar,1,1
237,2022-08-12,23917.3,24438.8,23560.0,24387.5,477734.045,down_bar,0,-1
238,2022-08-13,24387.5,24879.0,24267.5,24429.0,431093.659,up_bar,1,1
239,2022-08-14,24429.0,25065.0,24138.0,24294.1,437314.32,outside_dn_up,0,2
240,2022-08-15,24294.1,25200.0,23762.0,24085.2,739390.721,outside_dn_up,0,3
241,2022-08-16,24085.2,24234.0,23650.0,23843.0,460919.994,down_bar,0,-1
242,2022-08-17,23843.0,24437.0,23170.0,23333.1,640600.903,outside_dn_up,0,1
243,2022-08-18,23333.1,23595.0,23101.0,23185.1,347699.006,down_bar,0,-1
244,2022-08-19,23185.0,23200.0,20760.0,20824.9,906609.825,down_bar,0,-2
245,2022-08-20,20825.0,21368.9,20742.9,21127.8,490507.042,down_bar,0,-3
246,2022-08-21,21127.7,21804.6,21055.0,21505.6,424282.424,up_bar,1,1
247,2022-08-22,21505.6,21550.0,20858.6,21387.0,588764.597,down_bar,0,-1
248,2022-08-23,21387.0,21667.2,20874.8,21518.2,609745.27,up_bar,1,1
249,2022-08-24,21518.2,21925.6,21132.3,21354.9,502728.198,up_bar,1,2
250,2022-08-25,21355.0,21810.9,21295.3,21548.3,415757.992,,0,2
251,2022-08-26,21548.3,21867.6,20100.0,20228.7,896474.356,outside_dn_up,0,3
252,2022-08-27,20228.7,20367.7,19744.0,20023.9,469598.024,down_bar,0,-1
253,2022-08-28,20024.0,20155.0,19508.0,19547.5,386405.195,down_bar,0,-2
254,2022-08-29,19547.5,20440.0,19539.4,20275.5,598076.669,up_bar,1,1
255,2022-08-30,20275.5,20574.0,19524.4,19803.1,767714.993,outside_dn_up,0,2
256,2022-08-31,19803.2,20496.0,19787.9,20041.5,711639.339,,0,2
257,2022-09-01,20041.4,20198.3,19555.0,20122.5,691594.721,down_bar,0,-1
258,2022-09-02,20122.6,20434.3,19736.0,19941.0,669047.816,up_bar,1,1
259,2022-09-03,19941.0,20050.0,19628.7,19820.7,285240.989,down_bar,0,-1
260,2022-09-04,19820.7,20022.4,19570.0,19992.7,396798.184,down_bar,0,-2
261,2022-09-05,19992.7,20046.7,19620.2,19784.9,446706.41,up_bar,1,1
262,2022-09-06,19784.9,20174.7,18600.0,18781.5,945489.142,outside_dn_up,0,2
263,2022-09-07,18781.4,19455.0,18500.0,19287.0,595636.693,down_bar,0,-1
264,2022-09-08,19287.0,19450.0,19003.8,19309.3,537268.644,,0,-1
265,2022-09-09,19309.3,21666.0,19283.0,21352.0,992497.1,up_bar,1,1
266,2022-09-10,21352.0,21825.0,21112.2,21639.5,491543.206,up_bar,1,2
267,2022-09-11,21639.5,21883.4,21336.0,21820.3,420979.326,up_bar,1,3
268,2022-09-12,21820.3,22474.0,21540.0,22386.0,818601.932,up_bar,1,3
269,2022-09-13,22386.0,22850.0,19840.0,20162.5,1218769.927,outside_dn_up,0,3
270,2022-09-14,20162.6,20528.5,19600.0,20217.0,661802.597,down_bar,0,-1
271,2022-09-15,20217.0,20315.0,19453.0,19690.8,665862.067,down_bar,0,-2
272,2022-09-16,19690.8,19878.0,19300.0,19792.5,544608.804,down_bar,0,-3
273,2022-09-17,19792.4,20182.6,19739.4,20102.0,334678.558,up_bar,1,1
274,2022-09-18,20102.0,20105.3,19325.8,19404.5,499916.474,down_bar,0,-1
275,2022-09-19,19404.5,19686.3,18215.0,19528.6,993776.352,down_bar,0,-2
276,2022-09-20,19528.6,19625.0,18690.1,18866.8,794623.932,,0,-2
277,2022-09-21,18866.7,20154.1,18084.3,18447.5,1168068.979,outside_dn_up,0,1
278,2022-09-22,18447.5,19504.8,18345.2,19392.5,852898.391,,0,1
279,2022-09-23,19392.5,19492.0,18518.5,19280.7,838493.746,,0,1
280,2022-09-24,19280.7,19304.5,18798.0,18911.0,377158.215,,0,1
281,2022-09-25,18910.9,19196.0,18621.0,18799.7,410461.603,down_bar,0,-1
282,2022-09-26,18799.7,19311.5,18671.0,19216.3,777807.518,up_bar,1,1
283,2022-09-27,19216.3,20375.0,18801.5,19070.1,1300566.158,up_bar,1,2
284,2022-09-28,19070.1,19787.6,18460.0,19407.3,1141222.772,down_bar,0,-1
285,2022-09-29,19407.4,19648.8,18827.2,19582.5,991678.224,,0,-1
286,2022-09-30,19582.5,20172.7,19066.0,19411.7,1071462.934,up_bar,1,1
287,2022-10-01,19411.6,19474.0,19140.0,19304.0,294457.009,,0,1
288,2022-10-02,19304.0,19389.0,18896.0,19049.4,414970.451,down_bar,0,-1
289,2022-10-03,19049.3,19723.7,18950.8,19622.0,621816.329,up_bar,1,1
290,2022-10-04,19621.9,20500.0,19480.1,20333.0,796678.762,up_bar,1,2
291,2022-10-05,20332.9,20356.1,19707.0,20150.0,719577.149,,0,2
292,2022-10-06,20149.9,20443.9,19843.3,19954.0,782034.669,up_bar,1,3
293,2022-10-07,19954.0,20067.0,19304.4,19520.9,673407.102,down_bar,0,-1
294,2022-10-08,19520.9,19619.6,19200.0,19406.2,253257.201,down_bar,0,-2
295,2022-10-09,19406.3,19550.0,19310.0,19430.0,267178.795,,0,-2
296,2022-10-10,19430.0,19513.0,19000.0,19124.0,560920.904,down_bar,0,-3
297,2022-10-11,19124.1,19260.0,18850.0,19055.0,603358.324,down_bar,0,-3
298,2022-10-12,19055.0,19240.0,18924.3,19148.0,406770.288,,0,-3
299,2022-10-13,19148.1,19498.6,17917.8,19365.5,1104615.001,outside_up_dn,0,-3
300,2022-10-14,19365.4,19947.9,19059.6,19164.6,861453.21,up_bar,1,1
301,2022-10-15,19164.6,19218.8,18966.0,19060.4,241520.185,down_bar,0,-1
302,2022-10-16,19060.4,19415.9,19058.0,19251.9,267921.192,up_bar,1,1
303,2022-10-17,19251.8,19666.0,19148.0,19540.6,502319.759,up_bar,1,2
304,2022-10-18,19540.7,19706.4,19081.0,19320.9,634343.154,outside_dn_up,0,3
305,2022-10-19,19320.9,19349.8,19050.0,19116.7,404370.458,down_bar,0,-1
306,2022-10-20,19116.6,19350.0,18882.4,19034.7,537627.048,outside_dn_up,0,1
307,2022-10-21,19034.8,19240.0,18600.0,19150.9,581878.905,down_bar,0,-1
308,2022-10-22,19151.0,19250.0,19103.5,19195.1,174055.042,up_bar,1,1
309,2022-10-23,19195.1,19690.0,19050.0,19560.7,358611.542,outside_up_dn,0,-1
310,2022-10-24,19560.6,19593.3,19146.0,19318.1,476676.536,,0,-1
311,2022-10-25,19318.1,20415.0,19228.0,20068.3,777306.534,up_bar,1,1
312,2022-10-26,20068.3,21030.0,20041.1,20758.3,841864.982,up_bar,1,2
313,2022-10-27,20758.4,20863.7,20170.0,20285.5,614910.045,,0,2
314,2022-10-28,20285.6,20740.0,19951.0,20582.8,595538.882,down_bar,0,-1
315,2022-10-29,20582.7,21088.0,20547.8,20796.7,482217.17,up_bar,1,1
316,2022-10-30,20796.7,20925.2,20503.0,20615.6,295389.69,down_bar,0,-1
317,2022-10-31,20615.5,20838.7,20225.4,20482.0,478797.266,down_bar,0,-2
318,2022-11-01,20482.1,20687.0,20320.0,20472.1,314676.187,,0,-2
319,2022-11-02,20472.1,20796.0,20050.0,20140.1,651535.761,outside_dn_up,0,1
320,2022-11-03,20140.2,20400.0,20026.0,20199.7,372121.061,down_bar,0,-1
321,2022-11-04,20199.8,21297.0,20171.6,21137.6,824515.215,up_bar,1,1
