Open,High,Low,Close,Volume,candle_type,sw_cnt,sw_trend,trend_cnt,sw_top,sw_bottom,sw_high_price,sw_low_price,sw_highs,sw_lows,trend,tsl_long,tsl_short,LONG_Signal,SHORT_Signal,Long_Exit,Short_Exit
2023-10-02 00:00:00,27981.1,28200.0,27839.9,27979.0,489.18860068,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28200.0,27839.9,27979.1,496.31720224,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28200.0,27839.9,27985.0,502.69362293,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28200.0,27839.9,27983.9,506.28410128,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28200.0,27839.9,28026.5,520.58674604,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28200.0,27839.9,28039.3,523.70485824,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28200.0,27839.9,28062.9,525.30137633,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28200.0,27839.9,28091.2,529.29122041,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28200.0,27839.9,28086.6,530.57031654,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28200.0,27839.9,28086.6,553.10909922,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28200.0,27839.9,28086.5,563.87702226,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28200.0,27839.9,28086.6,565.09144088,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28200.0,27839.9,28128.0,570.91422419,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28200.0,27839.9,28128.0,576.56194057,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28200.0,27839.9,28128.0,576.67775835,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28200.0,27839.9,28141.9,578.83674517,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28200.0,27839.9,28193.3,585.42760983,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28249.9,27839.9,28213.1,621.26842816,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28278.5,27839.9,28232.5,654.07836065,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28319.9,27839.9,28319.8,696.08471522,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28400.0,27839.9,28321.9,752.12507095,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28418.5,27839.9,28371.3,800.07415767,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28418.5,27839.9,28304.6,810.65237661,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28418.5,27839.9,28309.9,829.80049447,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28418.5,27839.9,28275.3,837.12439701,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28418.5,27839.9,28300.7,848.88350303,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28418.5,27839.9,28349.0,853.34593058,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
2023-10-02 00:00:00,27981.1,28427.0,27839.9,28390.4,921.55774138,up_bar,3,1.0,17,False,False,31790.8,24800.0,HH,HL,UP,24800.0,31790.8,False,False,nan,nan
